name,full_address,city,state,postal_code,phone,site,rating,reviews,latitude,longitude,working_hours,place_id,type,subtypes,source_keyword,flag
Saul Good Gift Co,"192 Spadina Ave., Toronto, ON M5T 2C2",Toronto,Ontario,M5T 2C2,+1 647-493-3213,https://www.itsaulgood.com/collections/gift-baskets-toronto,4.9,93.0,43.6499683,-79.3975425,"{'Friday': ['9a.m.-5p.m.'], 'Monday': ['9a.m.-5p.m.'], 'Saturday': ['Closed'], 'Sunday': ['Closed'], 'Thursday': ['9a.m.-5p.m.'], 'Tuesday': ['9a.m.-5p.m.'], 'Wednesday': ['9a.m.-5p.m.']}",ChIJI6bnBJM0K4gR6HcNwg2xg80,Gift basket store,"Gift basket store, Corporate gift supplier",shiva food package Toronto,
Big City Catering Services Toronto,"707 Dundas St W, Toronto, ON M5T 2W6",Toronto,Ontario,M5T 2W6,+1 416-939-0715,https://www.bigcitycatering.ca/,4.8,106,43.651693099999996,-79.4046391,"{'Friday': ['9a.m.-9p.m.'], 'Monday': ['9a.m.-9p.m.'], 'Saturday': ['9a.m.-9p.m.'], 'Sunday': ['9a.m.-6p.m.'], 'Thursday': ['9a.m.-9p.m.'], 'Tuesday': ['9a.m.-9p.m.'], 'Wednesday': ['9a.m.-9p.m.']}",ChIJPZ_oWSkrK4gRWEDE0mKUEyU,Caterer,"Caterer, Catering food and drink supplier, Mobile caterer",bereavement catering Toronto,
Smokin Bones - BBQ Catering Company,"707 Dundas St W, Toronto, ON M5T 2W6",Toronto,Ontario,M5T 2W6,+1 647-996-1575,http://www.smokinbonesbbqcatering.com/,4.9,158,43.651592099999995,-79.40405679999999,"{'Friday': ['10a.m.-7p.m.'], 'Monday': ['10a.m.-7p.m.'], 'Saturday': ['10a.m.-7p.m.'], 'Sunday': ['Closed'], 'Thursday': ['10a.m.-7p.m.'], 'Tuesday': ['10a.m.-7p.m.'], 'Wednesday': ['10a.m.-7p.m.']}",ChIJh2s75isrK4gRVNW4Lg7ospY,Caterer,Caterer,bereavement catering Toronto,
Yorkshire Pudding Inc.,"854 The Queensway, Etobicoke, ON M8Z 1N7",Etobicoke,Ontario,M8Z 1N7,+1 416-233-9863,http://www.ypcatering.com/,5.0,167,43.6249495,-79.509738,"{'Friday': ['9a.m.-5p.m.'], 'Monday': ['9a.m.-5p.m.'], 'Saturday': ['9a.m.-3p.m.'], 'Sunday': ['9a.m.-3p.m.'], 'Thursday': ['9a.m.-5p.m.'], 'Tuesday': ['9a.m.-5p.m.'], 'Wednesday': ['9a.m.-5p.m.']}",ChIJ1dKPhzE2K4gRT2yHEltT63s,Caterer,"Caterer, Catering food and drink supplier, Frozen food manufacturer, Grocery delivery service, Wedding bakery, Wedding buffet, Wedding service",bereavement catering Toronto,
We Cater To You,"171 E Liberty St Suite 107, Toronto, ON M6K 3P6",Toronto,Ontario,M6K 3P6,+1 647-436-3831,http://www.wecatertoyou.ca/,4.9,72,43.638261899999996,-79.41918609999999,"{'Friday': ['5a.m.-6p.m.'], 'Monday': ['5a.m.-6p.m.'], 'Saturday': ['Closed'], 'Sunday': ['Closed'], 'Thursday': ['5a.m.-6p.m.'], 'Tuesday': ['5a.m.-6p.m.'], 'Wednesday': ['5a.m.-6p.m.']}",ChIJxVnbBQQ1K4gRXbpjjWJ_h90,Caterer,"Caterer, Restaurant",bereavement catering Toronto,
Provisions Food Agency,"109 Jefferson Ave, Toronto, ON M6K 3E4",Toronto,Ontario,M6K 3E4,+1 647-490-4699,http://www.provisionsto.com/,4.8,73,43.6390002,-79.4216658,None,ChIJfcwTi900K4gRzrXm1dnuvu8,Caterer,Caterer,bereavement catering Toronto,
Vert Casse-Croûte + Catering,"1112 Dundas St W, Toronto, ON M6J 1X2",Toronto,Ontario,M6J 1X2,+1 416-535-2412,https://www.vertcassecroute.com/,4.9,52,43.64973,-79.42012179999999,"{'Friday': ['9a.m.-5p.m.'], 'Monday': ['9a.m.-5p.m.'], 'Saturday': ['Closed'], 'Sunday': ['Closed'], 'Thursday': ['9a.m.-5p.m.'], 'Tuesday': ['9a.m.-5p.m.'], 'Wednesday': ['9a.m.-5p.m.']}",ChIJu4CfzmY0K4gREs_JVqa_vGg,Caterer,Caterer,bereavement catering Toronto,
Seventh Heaven Event Catering,"333 Evans Ave., Etobicoke, ON M8Z 1K2",CA,Ontario,M8Z 1K2,+1 416-340-7753,https://www.seventhheaven.ca/,4.8,94,43.6145631,-79.51986769999999,"{'Friday': ['8a.m.-5p.m.'], 'Monday': ['8a.m.-5p.m.'], 'Saturday': ['Closed'], 'Sunday': ['Closed'], 'Thursday': ['8a.m.-5p.m.'], 'Tuesday': ['8a.m.-5p.m.'], 'Wednesday': ['8a.m.-5p.m.']}",ChIJWXLsWhxTV0ARYaTGF3pEG18,Caterer,"Caterer, Banquet hall, Catering food and drink supplier, Delivery Service, Event management company, Event planner, Event venue, Food and beverage consultant, Party planner, Wedding service",bereavement catering Toronto,
Gourmet Catering Co.,"King St W, Toronto, ON M5V 1N9",Toronto,Ontario,M5V 1N9,+1 647-270-6000,http://www.gourmetcateringco.com/,5.0,12,43.6420112,-79.4114973,"{'Friday': ['9a.m.-8p.m.'], 'Monday': ['9a.m.-8p.m.'], 'Saturday': ['10a.m.-6p.m.'], 'Sunday': ['10a.m.-6p.m.'], 'Thursday': ['9a.m.-8p.m.'], 'Tuesday': ['9a.m.-8p.m.'], 'Wednesday': ['9a.m.-8p.m.']}",ChIJPyQDpLU1K4gRuhDda8r1NTk,Caterer,Caterer,bereavement catering Toronto,
Celebrations of Life Toronto,"Old Mill Dr, York, ON M6S 0A2",CA,Ontario,M6S 0A2,+1 416-817-8772,https://www.cofl.ca/,5.0,18,43.6483104,-79.4867718,"{'Friday': ['10a.m.-8p.m.'], 'Monday': ['10a.m.-8p.m.'], 'Saturday': ['10a.m.-8p.m.'], 'Sunday': ['10a.m.-8p.m.'], 'Thursday': ['10a.m.-8p.m.'], 'Tuesday': ['10a.m.-8p.m.'], 'Wednesday': ['10a.m.-8p.m.']}",ChIJw37N80g3K4gR9a7rF5RokjY,Event planner,Event planner,bereavement catering Toronto,
Tasty Solutions,"295 Adelaide St W, Toronto, ON M5V 0L4",Toronto,Ontario,M5V 0L4,+1 416-832-0441,http://www.tastysolutions.ca/,5.0,78,43.647644,-79.3904803,"{'Friday': ['Open 24 hours'], 'Monday': ['Open 24 hours'], 'Saturday': ['Open 24 hours'], 'Sunday': ['Open 24 hours'], 'Thursday': ['Open 24 hours'], 'Tuesday': ['Open 24 hours'], 'Wednesday': ['Open 24 hours']}",ChIJuahH0mM0K4gRAubCKpVgOqM,Caterer,Caterer,bereavement catering Toronto,
en Ville Event Design & Catering | Toronto Wedding Catering,"165 Geary Ave, Toronto, ON M6H 2B8",Toronto,Ontario,M6H 2B8,+1 416-533-8800,https://enville.com/,4.7,119,43.6700435,-79.4359509,"{'Friday': ['9a.m.-5p.m.'], 'Monday': ['9a.m.-5p.m.'], 'Saturday': ['Closed'], 'Sunday': ['Closed'], 'Thursday': ['9a.m.-5p.m.'], 'Tuesday': ['9a.m.-5p.m.'], 'Wednesday': ['9a.m.-5p.m.']}",ChIJGfkgYm80K4gRgixIbnIwU0I,Caterer,"Caterer, Event planner",bereavement catering Toronto,
ThinkOFood Chef Catering,"31 Paxtonia Blvd, North York, ON M3K 1W1",CA,Ontario,M3K 1W1,+1 437-981-2618,https://www.thinkofood.com/,5.0,136,43.729148699999996,-79.4800101,"{'Friday': ['8a.m.-8p.m.'], 'Monday': ['8a.m.-8p.m.'], 'Saturday': ['8a.m.-8p.m.'], 'Sunday': ['8a.m.-8p.m.'], 'Thursday': ['8a.m.-8p.m.'], 'Tuesday': ['8a.m.-8p.m.'], 'Wednesday': ['8a.m.-8p.m.']}",ChIJNa41TUMxK4gRr8sPFtGKXIc,Caterer,"Caterer, Personal chef service",bereavement catering Toronto,
Heirloom Toronto (Catering & Food Trucks),"289 Horner Ave A, Etobicoke, ON M8Z 0A9",Etobicoke,Ontario,M8Z 0A9,+1 647-284-6084,http://www.heirloomtoronto.com/,4.9,191,43.606277299999995,-79.523861,None,ChIJEdWrGOtJK4gRIOxJpHiRmFY,Caterer,Caterer,bereavement catering Toronto,
Baby Point Lounge,"343 Jane St, Toronto, ON M6S 3Z3",Toronto,Ontario,M6S 3Z3,+1 416-767-2623,http://www.babypointlounge.com/,4.8,77,43.657333699999995,-79.4873715,"{'Friday': ['11:30a.m.-6:30p.m.'], 'Monday': ['Closed'], 'Saturday': ['11:30a.m.-6:30p.m.'], 'Sunday': ['11a.m.-5p.m.'], 'Thursday': ['11:30a.m.-6:30p.m.'], 'Tuesday': ['Closed'], 'Wednesday': ['11:30a.m.-6:30p.m.']}",ChIJM7uI2Y02K4gROA1LsR2-36U,Caterer,"Caterer, Banquet hall",bereavement catering Toronto,
Elle Cuisine,"56 Hampton Ave, Toronto, ON M4K 2Y6",Toronto,Ontario,M4K 2Y6,+1 647-430-3553,https://www.ellecuisine.ca/%3Futm_source%3DGMB%26utm_medium%3Dorganic%26utm_campaign%3Dgmb-website,4.9,155,43.673497399999995,-79.3513747,"{'Friday': ['9a.m.-9p.m.'], 'Monday': ['9a.m.-9p.m.'], 'Saturday': ['9a.m.-9p.m.'], 'Sunday': ['9a.m.-9p.m.'], 'Thursday': ['9a.m.-9p.m.'], 'Tuesday': ['9a.m.-9p.m.'], 'Wednesday': ['9a.m.-9p.m.']}",ChIJ0RLtEGLL1IkRj2qv2n_NxBs,Caterer,"Caterer, Catering food and drink supplier, Mobile caterer",bereavement catering Toronto,
Europa Catering Ltd,"1407 Dundas St W, Toronto, ON M6J 1Y4",Toronto,Ontario,M6J 1Y4,+1 416-534-5520,https://europaconventioncentre.ca/,4.3,167,43.6493184,-79.4288516,"{'Friday': ['9a.m.-7p.m.'], 'Monday': ['9a.m.-7p.m.'], 'Saturday': ['9a.m.-4p.m.'], 'Sunday': ['Closed'], 'Thursday': ['9a.m.-7p.m.'], 'Tuesday': ['9a.m.-7p.m.'], 'Wednesday': ['9a.m.-7p.m.']}",ChIJnWzZj1Y0K4gRX6YBny9xtP0,Caterer,Caterer,bereavement catering Toronto,
Best Catering Co,"28 Bathurst St, Toronto, ON M5V 0C6",Toronto,Ontario,M5V 0C6,+1 647-792-8508,https://www.bestcatering.co/,5.0,23,43.6405841,-79.4025671,"{'Friday': ['9a.m.-9p.m.'], 'Monday': ['Closed'], 'Saturday': ['9a.m.-9p.m.'], 'Sunday': ['9a.m.-9p.m.'], 'Thursday': ['9a.m.-9p.m.'], 'Tuesday': ['9a.m.-9p.m.'], 'Wednesday': ['9a.m.-9p.m.']}",ChIJP59WADI1K4gRmTr3wPpxG5U,Catering food and drink supplier,Catering food and drink supplier,bereavement catering Toronto,
Oliver & Bonacini Events and Catering,"401 Bay St. 9th Floor, Toronto, ON M5H 2Y4",Toronto,Ontario,M5H 2Y4,+1 416-364-1211,http://www.oliverbonacinievents.com/,4.5,83,43.651951499999996,-79.3810598,None,ChIJaSC63sw0K4gRa0kVfxQ9U8s,Caterer,"Caterer, Catering food and drink supplier, Event planner, Event management company",bereavement catering Toronto,
Marcello's Catering,"145 King St W Unit #1C, Toronto, ON M5H 4G2",Toronto,Ontario,M5H 4G2,+1 416-860-0300,https://marcelloscatering.ca/,4.0,50,43.647473399999996,-79.3839517,"{'Friday': ['5:30a.m.-5p.m.'], 'Monday': ['5:30a.m.-5p.m.'], 'Saturday': ['Closed'], 'Sunday': ['Closed'], 'Thursday': ['5:30a.m.-5p.m.'], 'Tuesday': ['5:30a.m.-5p.m.'], 'Wednesday': ['5:30a.m.-5p.m.']}",ChIJge4TamM1K4gRqwPw25xU-20,Caterer,"Caterer, Restaurant",bereavement catering Toronto,
Vinci Catering & Event Planning,"168 The Queensway, Toronto, ON M8Y 1J3",Toronto,Ontario,M8Y 1J3,+1 416-251-4141,https://vincicatering.ca/,5.0,41,43.630304599999995,-79.4854774,"{'Friday': ['9a.m.-5p.m.'], 'Monday': ['9a.m.-5p.m.'], 'Saturday': ['10a.m.-3p.m.'], 'Sunday': ['Closed'], 'Thursday': ['9a.m.-5p.m.'], 'Tuesday': ['9a.m.-5p.m.'], 'Wednesday': ['9a.m.-5p.m.']}",ChIJKUBRMhM2K4gRRzocoRDGJDc,Caterer,"Caterer, Gourmet grocery store, Italian grocery store",bereavement catering Toronto,
GREEK & CO CATERING,"756 Queen St W, Toronto, ON M6J 1E9",Toronto,Ontario,M6J 1E9,+1 647-640-5883,http://greekandco.com/,4.1,315,43.6460873,-79.4104045,"{'Friday': ['10a.m.-6:30p.m.'], 'Monday': ['10a.m.-6:30p.m.'], 'Saturday': ['10a.m.-6:30p.m.'], 'Sunday': ['10a.m.-6:30p.m.'], 'Thursday': ['10a.m.-6:30p.m.'], 'Tuesday': ['10a.m.-6:30p.m.'], 'Wednesday': ['10a.m.-6:30p.m.']}",ChIJ3UFWluM0K4gRpqvUH6SCk_A,Caterer,"Caterer, Catering food and drink supplier, Mobile caterer",bereavement catering Toronto,
Cleese Catering,"11 Carlaw Ave #14, Toronto, ON M4M 2R6",Toronto,Ontario,M4M 2R6,+1 416-463-3895,http://cleesecatering.com/,4.9,77,43.6560509,-79.3378805,"{'Friday': ['8a.m.-5p.m.'], 'Monday': ['8a.m.-5p.m.'], 'Saturday': ['Closed'], 'Sunday': ['Closed'], 'Thursday': ['8a.m.-5p.m.'], 'Tuesday': ['8a.m.-5p.m.'], 'Wednesday': ['8a.m.-5p.m.']}",ChIJy2JTDXrL1IkR_oyy5RdfifA,Caterer,Caterer,bereavement catering Toronto,
McEwan Catering,"CF Shops at, 38 Karl Fraser Rd, Toronto, ON M3C 0H7",Toronto,Ontario,M3C 0H7,+1 416-444-6262,https://mcewancatering.com/%3Futm_source%3DGoogle%26utm_medium%3DGoogleBusiness%26utm_campaign%3DOrganic,4.5,126,43.736433999999996,-79.3451367,"{'Friday': ['8a.m.-5p.m.'], 'Monday': ['8a.m.-5p.m.'], 'Saturday': ['8a.m.-4p.m.'], 'Sunday': ['Closed'], 'Thursday': ['8a.m.-5p.m.'], 'Tuesday': ['8a.m.-5p.m.'], 'Wednesday': ['8a.m.-5p.m.']}",ChIJbQmjDXs1K4gRwNMOCF8OCOI,Caterer,"Caterer, Catering food and drink supplier",bereavement catering Toronto,
Revol Events,"388 Carlaw Ave Unit W12, Toronto, ON M4M 1T8",Toronto,Ontario,M4M 1T8,+1 289-802-4779,https://www.revolevents.com/catering%3Futm_campaign%3Dgmb%26utm_medium%3Dorganic%26utm_source%3Dgooglebusinessprofile,4.7,187,43.665197899999995,-79.3427885,"{'Friday': ['8a.m.-5p.m.'], 'Monday': ['8a.m.-5p.m.'], 'Saturday': ['Closed'], 'Sunday': ['Closed'], 'Thursday': ['8a.m.-5p.m.'], 'Tuesday': ['8a.m.-5p.m.'], 'Wednesday': ['8a.m.-5p.m.']}",ChIJNepgYCnL1IkRMaTLMJHGVbE,Caterer,"Caterer, Event planner",bereavement catering Toronto,
TASTE Culinary & Healthy Kidz Catering,"1961 Leslie St, North York, ON M3B 2M3",CA,Ontario,M3B 2M3,+1 416-569-2058,http://www.tasteculinary.ca/,5.0,75,43.7581396,-79.3598555,"{'Friday': ['7p.m.-12a.m.'], 'Monday': ['7a.m.-5p.m.'], 'Saturday': ['12a.m.-5p.m.'], 'Sunday': ['Closed'], 'Thursday': ['7a.m.-5p.m.'], 'Tuesday': ['7a.m.-5p.m.'], 'Wednesday': ['7a.m.-5p.m.']}",ChIJ71giBiEzK4gRGDbKfgnt_Kc,Caterer,"Caterer, Catering food and drink supplier",bereavement catering Toronto,
Menchens Glatt Kosher Catering,"470 Glencairn Ave, North York, ON M5N 1V8",North York,Ontario,M5N 1V8,+1 416-638-8381,http://menchens.ca/,4.7,50,43.7131482,-79.4270367,"{'Friday': ['9a.m.-4p.m.'], 'Monday': ['9a.m.-5p.m.'], 'Saturday': ['Closed'], 'Sunday': ['Closed'], 'Thursday': ['9a.m.-5p.m.'], 'Tuesday': ['9a.m.-5p.m.'], 'Wednesday': ['9a.m.-5p.m.']}",ChIJM5QeeWwyK4gR-m_yZt4Pm24,Caterer,Caterer,kosher caterer Toronto,
Gladstone's Caterers,"7026 Bathurst St, Toronto, ON L4J 8K3",Toronto,Ontario,L4J 8K3,+1 416-822-7056,http://gladstonescaterer.com/,5.0,36,43.794648599999995,-79.4470946,"{'Friday': ['9a.m.-8p.m.'], 'Monday': ['9a.m.-8p.m.'], 'Saturday': ['Closed'], 'Sunday': ['9a.m.-8p.m.'], 'Thursday': ['9a.m.-8p.m.'], 'Tuesday': ['9a.m.-8p.m.'], 'Wednesday': ['9a.m.-8p.m.']}",ChIJ9d2I1FktK4gRKLsnnBFogRM,Caterer,"Caterer, Kosher restaurant",kosher caterer Toronto,
Chef Aviv Moshe,"325 Bogert Ave, Toronto, ON M2N 1L8",Toronto,Ontario,M2N 1L8,+1 647-823-5550,https://www.chefavivmoshe.com/,4.9,63,43.756824599999995,-79.4273561,"{'Friday': ['9a.m.-8p.m.'], 'Monday': ['9a.m.-8p.m.'], 'Saturday': ['9a.m.-8:30p.m.'], 'Sunday': ['9a.m.-8p.m.'], 'Thursday': ['9a.m.-8p.m.'], 'Tuesday': ['9a.m.-8p.m.'], 'Wednesday': ['9a.m.-8p.m.']}",ChIJpfpUQc0zK4gRvw5sTvklA7A,Caterer,Caterer,kosher caterer Toronto,
BY DAVE,"3600 Bathurst St, North York, ON M6A 2C9",North York,Ontario,M6A 2C9,+1 647-344-3283,http://www.bydave.ca/,4.8,28,43.7310903,-79.4331594,"{'Friday': ['9a.m.-3p.m.'], 'Monday': ['9a.m.-5p.m.'], 'Saturday': ['Closed'], 'Sunday': ['Closed'], 'Thursday': ['9a.m.-5p.m.'], 'Tuesday': ['9a.m.-5p.m.'], 'Wednesday': ['9a.m.-5p.m.']}",ChIJhSBdCzkzK4gRNd0AoxgkciU,Caterer,"Caterer, Catering food and drink supplier",kosher caterer Toronto,
Noushe,"200 Carlton St., Toronto, ON M5A 2L1",Toronto,Ontario,M5A 2L1,+1 416-466-9595,http://noushe.com/,4.9,69,43.663951999999995,-79.3704786,"{'Friday': ['9a.m.-5p.m.'], 'Monday': ['9a.m.-5p.m.'], 'Saturday': ['9a.m.-5p.m.'], 'Sunday': ['Closed'], 'Thursday': ['9a.m.-5p.m.'], 'Tuesday': ['9a.m.-5p.m.'], 'Wednesday': ['9a.m.-5p.m.']}",ChIJmZqqzsPL1IkR1gMP2Oi2Z3E,Caterer,"Caterer, Event management company, Food producer, Grocery delivery service",kosher caterer Toronto,
Mashu Mashu Mediterranean Grill,"387 Spadina Rd, Toronto, ON M5P 2W1",Toronto,Ontario,M5P 2W1,+1 416-840-0848,http://www.mashumashu.ca/,4.4,577,43.6883304,-79.4123591,"{'Friday': ['11:30a.m.-9p.m.'], 'Monday': ['11:30a.m.-9p.m.'], 'Saturday': ['11:30a.m.-9p.m.'], 'Sunday': ['11:30a.m.-9p.m.'], 'Thursday': ['11:30a.m.-9p.m.'], 'Tuesday': ['11:30a.m.-9p.m.'], 'Wednesday': ['11:30a.m.-9p.m.']}",ChIJjdufF2UzK4gRgY-SpZNClao,Caterer,"Caterer, Mediterranean restaurant, Family restaurant, Delivery Restaurant, Takeout Restaurant",kosher caterer Toronto,
Bubby's New York Bagels & Soho Sushi,"3035 Bathurst St, North York, ON M6B 3B5",North York,Ontario,M6B 3B5,+1 416-862-2435,http://www.bubbysbagels.com/,4.5,360,43.7183068,-79.4292627,"{'Friday': ['6:30a.m.-4p.m.'], 'Monday': ['6:30a.m.-6:30p.m.'], 'Saturday': ['Closed'], 'Sunday': ['7a.m.-4p.m.'], 'Thursday': ['6:30a.m.-6:30p.m.'], 'Tuesday': ['6:30a.m.-6:30p.m.'], 'Wednesday': ['6:30a.m.-6:30p.m.']}",ChIJnw_JEqszK4gRbGhkfWW0J_Q,Bagel shop,Bagel shop,kosher caterer Toronto,
Royal Dairy Cafe & Catering,"10 Disera Dr Unit 100, Thornhill, ON L4J 0A7",Thornhill,Ontario,L4J 0A7,+1 647-948-7613,https://www.royaldairycafe.com/,4.9,122,43.8106965,-79.4543032,"{'Friday': ['7a.m.-3p.m.'], 'Monday': ['7a.m.-10p.m.'], 'Saturday': ['8-10p.m.'], 'Sunday': ['7a.m.-10p.m.'], 'Thursday': ['7a.m.-10p.m.'], 'Tuesday': ['7a.m.-10p.m.'], 'Wednesday': ['7a.m.-10p.m.']}",ChIJPW16CikqK4gRVE3wpOOZXq0,Caterer,"Caterer, Bakery, Breakfast restaurant, Cake shop, Cafe, Dessert restaurant, Kosher restaurant",kosher caterer Toronto,
Tov-Li,"3523 Bathurst St, North York, ON M6A 2C7",North York,Ontario,M6A 2C7,+1 416-650-9800,http://www.tovlipizza.com/,4.2,427,43.7294133,-79.4317986,"{'Friday': ['Closed'], 'Monday': ['11a.m.-8p.m.'], 'Saturday': ['Closed'], 'Sunday': ['11a.m.-8p.m.'], 'Thursday': ['11a.m.-8p.m.'], 'Tuesday': ['11a.m.-8p.m.'], 'Wednesday': ['11a.m.-8p.m.']}",ChIJM34CpVAyK4gRZYZOUwd9hzw,Caterer,"Caterer, Pizza restaurant, Falafel restaurant, Kosher restaurant",kosher caterer Toronto,
Mr. Iceberg Ice Cream Truck Toronto,"837 Roselawn Ave, York, ON M6B 1B5",CA,Ontario,M6B 1B5,+1 416-559-8455,https://icecreamtrucks.ca/,4.2,140,43.7023377,-79.4397576,"{'Friday': ['9a.m.-10p.m.'], 'Monday': ['9a.m.-10p.m.'], 'Saturday': ['9a.m.-10p.m.'], 'Sunday': ['9a.m.-10:30p.m.'], 'Thursday': ['9a.m.-10p.m.'], 'Tuesday': ['9a.m.-10p.m.'], 'Wednesday': ['9a.m.-10p.m.']}",ChIJ4Tf7gr0zK4gRMnhCgTI7t1k,Caterer,"Caterer, Ice cream shop, Dessert shop, Frozen dessert supplier, Mobile caterer, Party equipment rental service, Party planner",kosher caterer Toronto,
Kashruth Council of Canada- COR,"215 Ranee Ave, Toronto, ON M6A 0C7",Toronto,Ontario,M6A 0C7,+1 416-635-9550,http://www.cor.ca/,5.0,15,43.7237742,-79.4457814,"{'Friday': ['9a.m.-1p.m.'], 'Monday': ['9a.m.-4:30p.m.'], 'Saturday': ['Closed'], 'Sunday': ['Closed'], 'Thursday': ['9a.m.-4:30p.m.'], 'Tuesday': ['9a.m.-4:30p.m.'], 'Wednesday': ['9a.m.-4:30p.m.']}",ChIJZ4NkMMwzK4gRfRhYIiyk7v4,Religious organization,"Religious organization, Advertising, Food, Food production, Non-profit organization",kosher caterer Toronto,
Koshertrends by Mona Pasternak,"363 Canarctic Dr, North York, ON M3J 2P9",North York,Ontario,M3J 2P9,+1 416-665-6662,http://www.koshertrends.com/,4.5,11,43.775884,-79.4877435,"{'Friday': ['9a.m.-1p.m.'], 'Monday': ['8a.m.-5p.m.'], 'Saturday': ['Closed'], 'Sunday': ['Closed'], 'Thursday': ['8a.m.-5p.m.'], 'Tuesday': ['8a.m.-5p.m.'], 'Wednesday': ['8a.m.-5p.m.']}",ChIJh58VuBMuK4gRHE01rSQRe6M,Catering food and drink supplier,Catering food and drink supplier,kosher caterer Toronto,
Prime on Avenue,"1960 Avenue Rd, North York, ON M5M 4A4",North York,Ontario,M5M 4A4,+1 647-344-6099,https://www.primeonavenue.com/,4.5,275,43.7343056,-79.4200036,"{'Friday': ['Closed'], 'Monday': ['4-9:30p.m.'], 'Saturday': ['Closed'], 'Sunday': ['4-9:30p.m.'], 'Thursday': ['4-9:30p.m.'], 'Tuesday': ['4-9:30p.m.'], 'Wednesday': ['4-9:30p.m.']}",ChIJ68GXB6MzK4gRKdOEx7KWJgg,Kosher restaurant,"Kosher restaurant, Restaurant, Steak house",kosher catering large groups Toronto,
Hermes,"2885 Bathurst St, Old Toronto, ON M6B 3A4",Old Toronto,Ontario,M6B 3A4,+1 416-787-1234,http://www.hermesbakery.com/,4.3,134,43.714100699999996,-79.4282309,"{'Friday': ['6a.m.-3p.m.'], 'Monday': ['6a.m.-11p.m.'], 'Saturday': ['Closed'], 'Sunday': ['6a.m.-11p.m.'], 'Thursday': ['6a.m.-11p.m.'], 'Tuesday': ['6a.m.-11p.m.'], 'Wednesday': ['6a.m.-11p.m.']}",ChIJme9WdKkzK4gRD8gYFC-Uk0w,Kosher grocery store,"Kosher grocery store, Bakery, Supermarket, Wedding bakery, Wholesale bakery",kosher catering large groups Toronto,
Bubby’s New York Diner,"3025 Bathurst St, North York, ON M6B 3B6",North York,Ontario,M6B 3B6,+1 416-862-2435,http://www.bubbysbagels.com/,4.3,115,43.718146399999995,-79.4291566,"{'Friday': ['9:30a.m.-12:30p.m.'], 'Monday': ['11:30a.m.-10p.m.'], 'Saturday': ['Closed'], 'Sunday': ['11:30a.m.-10p.m.'], 'Thursday': ['11:30a.m.-12a.m.'], 'Tuesday': ['11:30a.m.-10p.m.'], 'Wednesday': ['11:30a.m.-10p.m.']}",ChIJmSfUc-AzK4gRJTHzX1jw1NY,Kosher restaurant,"Kosher restaurant, Chicken wings restaurant, Hamburger restaurant, Meat dish restaurant",kosher catering large groups Toronto,
Dave's Genuine Deli,"1763 Avenue Rd, Toronto, ON M5M 3Y8",Toronto,Ontario,M5M 3Y8,+1 416-787-3354,http://www.davesgenuine.ca/,4.5,369,43.7294136,-79.4183121,"{'Friday': ['10a.m.-8p.m.'], 'Monday': ['10a.m.-8p.m.'], 'Saturday': ['10a.m.-8p.m.'], 'Sunday': ['10a.m.-8p.m.'], 'Thursday': ['10a.m.-8p.m.'], 'Tuesday': ['10a.m.-8p.m.'], 'Wednesday': ['10a.m.-8p.m.']}",ChIJO30KurYvK4gRVyRPm5odnlA,Bar,"Bar, Restaurant, Catering food and drink supplier, Deli, Jewish restaurant, Takeout Restaurant",kosher catering large groups Toronto,
Dr. Laffa Restaurant,"3027 Bathurst St, North York, ON M6B 3B5",North York,Ontario,M6B 3B5,+1 647-352-9000,http://drlaffa.com/,3.9,927,43.729291499999995,-79.4318231,"{'Friday': ['11a.m.-2p.m.'], 'Monday': ['11a.m.-9p.m.'], 'Saturday': ['Closed'], 'Sunday': ['11a.m.-9p.m.'], 'Thursday': ['11a.m.-9p.m.'], 'Tuesday': ['11a.m.-9p.m.'], 'Wednesday': ['11a.m.-9p.m.']}",ChIJIbVz-XQuK4gRdgGCva8ZrH8,Kosher restaurant,"Kosher restaurant, Middle Eastern restaurant, Mediterranean restaurant",kosher platters delivery Toronto,
Yours Truly Meat Co.,"3500 Bathurst St, North York, ON M6A 2C6",CA,Ontario,M6A 2C6,+1 416-663-7779,http://yourstrulymeat.com/,4.9,16,43.7290023,-79.43243799999999,"{'Friday': ['7a.m.-2p.m.'], 'Monday': ['8a.m.-7p.m.'], 'Saturday': ['Closed'], 'Sunday': ['9a.m.-6p.m.'], 'Thursday': ['8a.m.-8p.m.'], 'Tuesday': ['8a.m.-7p.m.'], 'Wednesday': ['8a.m.-7p.m.']}",ChIJRQHELl0zK4gRS3ZB6clqgkI,Meat processor,"Meat processor, Butcher shop, Deli Shop, Food producer",kosher platters delivery Toronto,
