name,full_address,city,state,postal_code,phone,site,latitude,longitude,rating,reviews,working_hours,place_id,type,subtypes,category,description,source_keyword
Savours Fresh Market,"3011 Bathurst St, North York, ON M6B 3B5",North York,Ontario,M6B 3B5,+1 416-646-2277,https://www.savoursonline.ca/,43.7178495,-79.42909929999999,4.5,258.0,"{'Friday': ['7a.m.-4p.m.'], 'Monday': ['7a.m.-10p.m.'], 'Saturday': ['Closed'], 'Sunday': ['8a.m.-9p.m.'], 'Thursday': ['7a.m.-12a.m.'], 'Tuesday': ['7a.m.-10p.m.'], 'Wednesday': ['7a.m.-10p.m.']}",ChIJg91RCqszK4gRB0AyYz0if5A,Grocery store,"Grocery store, Kosher grocery store",Grocery store,,shiva food package Toronto
Kosher City Plus,"3468 Bathurst St, North York, ON M6A 2C5",North York,Ontario,M6A 2C5,+1 416-782-6788,http://www.koshercityplus.com/,43.72844,-79.43215699999999,4.5,223.0,"{'Friday': ['7:30a.m.-3p.m.'], 'Monday': ['7:30a.m.-9p.m.'], 'Saturday': ['Closed'], 'Sunday': ['7:30a.m.-6p.m.'], 'Thursday': ['7:30a.m.-10p.m.'], 'Tuesday': ['7:30a.m.-9p.m.'], 'Wednesday': ['7:30a.m.-10p.m.']}",ChIJB-WvwFAyK4gRiA8IrrnDgIk,Kosher grocery store,"Kosher grocery store, Supermarket",Kosher grocery store,,shiva food package Toronto
Joeboos,"59 Lissom Crescent, North York, ON M2R 2P2",North York,Ontario,M2R 2P2,+1 647-300-2292,http://joeboos.com/,43.785635299999996,-79.44552159999999,5.0,16.0,"{'Friday': ['12a.m.-9p.m.'], 'Monday': ['12a.m.-9p.m.'], 'Saturday': ['Closed'], 'Sunday': ['12a.m.-9p.m.'], 'Thursday': ['12a.m.-9p.m.'], 'Tuesday': ['12a.m.-9p.m.'], 'Wednesday': ['12a.m.-9p.m.']}",ChIJ3w0dVrstK4gRTR-sn897078,Caterer,Caterer,Caterer,,shiva food package Toronto
Hartmans,"3500 Bathurst St, North York, ON M6A 2C6",CA,Ontario,M6A 2C6,+1 416-663-7779,https://www.hartmans.ca/,43.7289497,-79.432436,4.5,85.0,"{'Friday': ['7a.m.-2p.m.'], 'Monday': ['8a.m.-7p.m.'], 'Saturday': ['Closed'], 'Sunday': ['9a.m.-6p.m.'], 'Thursday': ['8a.m.-8p.m.'], 'Tuesday': ['8a.m.-7p.m.'], 'Wednesday': ['8a.m.-7p.m.']}",ChIJuZjVl1AyK4gRkEWGvvGkvI0,Butcher shop deli,"Butcher shop deli, Kosher grocery store",Butcher shop deli,,shiva food package Toronto
Schmaltz Appetizing,"414 Dupont St, Toronto, ON M5R 1V9",Toronto,Ontario,M5R 1V9,+1 647-350-4261,http://www.schmaltzappetizing.com/,43.673991699999995,-79.4118167,4.5,436.0,"{'Friday': ['9a.m.-2p.m.'], 'Monday': ['9a.m.-2p.m.'], 'Saturday': ['9a.m.-4p.m.'], 'Sunday': ['9a.m.-4p.m.'], 'Thursday': ['9a.m.-2p.m.'], 'Tuesday': ['9a.m.-2p.m.'], 'Wednesday': ['9a.m.-2p.m.']}",ChIJo_CMBZs0K4gRg_URfFC5Vrw,Restaurant,"Restaurant, Bagel shop",Bagel shop,"Shop specializing in bagels with cream cheese & a variety of smoked fish, plus salads & caviar.",shiva food package Toronto
Butzi Gifts,"1 Dundas St E #2500, Toronto, ON M5G 1Z3",Toronto,Ontario,M5G 1Z3,+1 647-614-5533,https://www.butzigiftbaskets.com/,43.656394299999995,-79.3825133,4.8,193.0,"{'Friday': ['Open 24 hours'], 'Monday': ['Open 24 hours'], 'Saturday': ['Open 24 hours'], 'Sunday': ['Open 24 hours'], 'Thursday': ['Open 24 hours'], 'Tuesday': ['Open 24 hours'], 'Wednesday': ['Open 24 hours']}",ChIJlzg5QGYtK4gRdEPdAY9kjKw,Gift basket store,"Gift basket store, Gift shop",Gift basket store,,shiva food package Toronto
United Bakers Dairy Restaurant,"506 Lawrence Ave W, North York, ON M6A 1A1",North York,Ontario,M6A 1A1,+1 416-789-0519,http://unitedbakers.ca/,43.7202778,-79.4311111,4.6,1640.0,"{'Friday': ['7:30a.m.-6p.m.'], 'Monday': ['7:30a.m.-9p.m.'], 'Saturday': ['8a.m.-8p.m.'], 'Sunday': ['8a.m.-8p.m.'], 'Thursday': ['7:30a.m.-9p.m.'], 'Tuesday': ['7:30a.m.-9p.m.'], 'Wednesday': ['7:30a.m.-9p.m.']}",ChIJ84WPX6szK4gRodP2QDc31mI,Restaurant,"Restaurant, Breakfast restaurant, Brunch restaurant, Diner, Family restaurant",restaurants,"Long-running (since 1912) diner focusing on dairy, vegetable & fish dishes, plus fresh pastries.",shiva food package Toronto
Shivas Chicken Wholesale,"186 Bartley Dr, North York, ON M4A 1E1",North York,Ontario,M4A 1E1,+1 416-910-3244,https://www.shivaschicken.ca/,43.7213729,-79.3132826,4.2,16.0,None,ChIJudAmfLjN1IkRA2_Ow17b6ss,Wholesaler,Wholesaler,Wholesaler,,shiva food package Toronto
Turquoise Restaurant (Downtown Toronto),"431 Richmond St W, Toronto, ON M5V 1X9",Toronto,Ontario,M5V 1X9,+1 416-777-2240,https://turquoiserestaurants.com/,43.647770699999995,-79.3967567,4.6,1095.0,"{'Friday': ['11a.m.-11p.m.'], 'Monday': ['11a.m.-10:30p.m.'], 'Saturday': ['10:30a.m.-11p.m.'], 'Sunday': ['10:30a.m.-10:30p.m.'], 'Thursday': ['11a.m.-10:30p.m.'], 'Tuesday': ['11a.m.-10:30p.m.'], 'Wednesday': ['11a.m.-10:30p.m.']}",ChIJQTpDoTY1K4gRjsJiV56lin4,Turkish restaurant,"Turkish restaurant, Arab restaurant, Cafe, Doner kebab restaurant, Halal restaurant, Health food restaurant, Kebab shop, Middle Eastern restaurant, Restaurant, Tea house",restaurants,,shiva food package Toronto
The Mercantile,"297 Roncesvalles Ave, Toronto, ON M6R 2M3",Toronto,Ontario,M6R 2M3,+1 416-531-7563,https://www.themercantile.ca/,43.6479098,-79.4495361,4.8,106.0,"{'Friday': ['10a.m.-7p.m.'], 'Monday': ['10a.m.-7p.m.'], 'Saturday': ['10a.m.-6p.m.'], 'Sunday': ['12-6p.m.'], 'Thursday': ['10a.m.-7p.m.'], 'Tuesday': ['10a.m.-7p.m.'], 'Wednesday': ['10a.m.-7p.m.']}",ChIJNzpPDDU0K4gR_qZcthSxTF0,Gourmet grocery store,"Gourmet grocery store, Gift basket store, Novelty store, Supermarket",Gourmet grocery store,Charming store featuring gourmet specialty food items & custom gift baskets to go.,shiva food package Toronto
The Gourmet Gifts,"260 Yonge St Space E-2, Toronto, ON M4S 3E2",Toronto,Ontario,M4S 3E2,+1 866-541-8889,https://thegourmetgifts.ca/,43.698677599999996,-79.39689729999999,4.1,199.0,"{'Friday': ['8a.m.-10p.m.'], 'Monday': ['8a.m.-10p.m.'], 'Saturday': ['8a.m.-10p.m.'], 'Sunday': ['8a.m.-10p.m.'], 'Thursday': ['8a.m.-10p.m.'], 'Tuesday': ['8a.m.-10p.m.'], 'Wednesday': ['8a.m.-10p.m.']}",ChIJ9Q6wpePT1IkRlqZ6QUtSIU4,Gift basket store,Gift basket store,Gift basket store,,shiva food package Toronto
Saul Good Gift Co,"192 Spadina Ave., Toronto, ON M5T 2C2",Toronto,Ontario,M5T 2C2,+1 647-493-3213,https://www.itsaulgood.com/collections/gift-baskets-toronto,43.6499683,-79.3975425,4.9,93.0,"{'Friday': ['9a.m.-5p.m.'], 'Monday': ['9a.m.-5p.m.'], 'Saturday': ['Closed'], 'Sunday': ['Closed'], 'Thursday': ['9a.m.-5p.m.'], 'Tuesday': ['9a.m.-5p.m.'], 'Wednesday': ['9a.m.-5p.m.']}",ChIJI6bnBJM0K4gR6HcNwg2xg80,Gift basket store,"Gift basket store, Corporate gift supplier",Gift basket store,,shiva food package Toronto
Hare Krishna Temple - International Society For Krishna Consciousness (ISKCON),"243 Avenue Rd, Toronto, ON M5R 2J6",Toronto,Ontario,M5R 2J6,+1 416-922-5415,http://www.torontokrishna.com/,43.6768722,-79.39714049999999,4.9,3078.0,"{'Friday': ['4:15a.m.-12:30p.m.', '4-8:30p.m.'], 'Monday': ['4:15a.m.-12:30p.m.', '4-8:30p.m.'], 'Saturday': ['4:15a.m.-12:30p.m.', '4-8:30p.m.'], 'Sunday': ['4:15a.m.-8:30p.m.'], 'Thursday': ['4:15a.m.-12:30p.m.', '4-8:30p.m.'], 'Tuesday': ['4:15a.m.-12:30p.m.', '4-8:30p.m.'], 'Wednesday': ['4:15a.m.-12:30p.m.', '4-8:30p.m.']}",ChIJ0XGO1KA0K4gR7I8uKE8hcl8,Hindu temple,"Hindu temple, Meditation center, Organic restaurant, Religious organization, Tourist attraction",attractions,,shiva food package Toronto
Big City Catering Services Toronto,"707 Dundas St W, Toronto, ON M5T 2W6",Toronto,Ontario,M5T 2W6,+1 416-939-0715,https://www.bigcitycatering.ca/,43.651693099999996,-79.4046391,4.8,106,"{'Friday': ['9a.m.-9p.m.'], 'Monday': ['9a.m.-9p.m.'], 'Saturday': ['9a.m.-9p.m.'], 'Sunday': ['9a.m.-6p.m.'], 'Thursday': ['9a.m.-9p.m.'], 'Tuesday': ['9a.m.-9p.m.'], 'Wednesday': ['9a.m.-9p.m.']}",ChIJPZ_oWSkrK4gRWEDE0mKUEyU,Caterer,"Caterer, Catering food and drink supplier, Mobile caterer",Caterer,,bereavement catering Toronto
Smokin Bones - BBQ Catering Company,"707 Dundas St W, Toronto, ON M5T 2W6",Toronto,Ontario,M5T 2W6,+1 647-996-1575,http://www.smokinbonesbbqcatering.com/,43.651592099999995,-79.40405679999999,4.9,158,"{'Friday': ['10a.m.-7p.m.'], 'Monday': ['10a.m.-7p.m.'], 'Saturday': ['10a.m.-7p.m.'], 'Sunday': ['Closed'], 'Thursday': ['10a.m.-7p.m.'], 'Tuesday': ['10a.m.-7p.m.'], 'Wednesday': ['10a.m.-7p.m.']}",ChIJh2s75isrK4gRVNW4Lg7ospY,Caterer,Caterer,Caterer,,bereavement catering Toronto
Yorkshire Pudding Inc.,"854 The Queensway, Etobicoke, ON M8Z 1N7",Etobicoke,Ontario,M8Z 1N7,+1 416-233-9863,http://www.ypcatering.com/,43.6249495,-79.509738,5.0,167,"{'Friday': ['9a.m.-5p.m.'], 'Monday': ['9a.m.-5p.m.'], 'Saturday': ['9a.m.-3p.m.'], 'Sunday': ['9a.m.-3p.m.'], 'Thursday': ['9a.m.-5p.m.'], 'Tuesday': ['9a.m.-5p.m.'], 'Wednesday': ['9a.m.-5p.m.']}",ChIJ1dKPhzE2K4gRT2yHEltT63s,Caterer,"Caterer, Catering food and drink supplier, Frozen food manufacturer, Grocery delivery service, Wedding bakery, Wedding buffet, Wedding service",Caterer,,bereavement catering Toronto
We Cater To You,"171 E Liberty St Suite 107, Toronto, ON M6K 3P6",Toronto,Ontario,M6K 3P6,+1 647-436-3831,http://www.wecatertoyou.ca/,43.638261899999996,-79.41918609999999,4.9,72,"{'Friday': ['5a.m.-6p.m.'], 'Monday': ['5a.m.-6p.m.'], 'Saturday': ['Closed'], 'Sunday': ['Closed'], 'Thursday': ['5a.m.-6p.m.'], 'Tuesday': ['5a.m.-6p.m.'], 'Wednesday': ['5a.m.-6p.m.']}",ChIJxVnbBQQ1K4gRXbpjjWJ_h90,Caterer,"Caterer, Restaurant",Caterer,,bereavement catering Toronto
Provisions Food Agency,"109 Jefferson Ave, Toronto, ON M6K 3E4",Toronto,Ontario,M6K 3E4,+1 647-490-4699,http://www.provisionsto.com/,43.6390002,-79.4216658,4.8,73,None,ChIJfcwTi900K4gRzrXm1dnuvu8,Caterer,Caterer,Caterer,,bereavement catering Toronto
Vert Casse-Croûte + Catering,"1112 Dundas St W, Toronto, ON M6J 1X2",Toronto,Ontario,M6J 1X2,+1 416-535-2412,https://www.vertcassecroute.com/,43.64973,-79.42012179999999,4.9,52,"{'Friday': ['9a.m.-5p.m.'], 'Monday': ['9a.m.-5p.m.'], 'Saturday': ['Closed'], 'Sunday': ['Closed'], 'Thursday': ['9a.m.-5p.m.'], 'Tuesday': ['9a.m.-5p.m.'], 'Wednesday': ['9a.m.-5p.m.']}",ChIJu4CfzmY0K4gREs_JVqa_vGg,Caterer,Caterer,Caterer,,bereavement catering Toronto
Seventh Heaven Event Catering,"333 Evans Ave., Etobicoke, ON M8Z 1K2",CA,Ontario,M8Z 1K2,+1 416-340-7753,https://www.seventhheaven.ca/,43.6145631,-79.51986769999999,4.8,94,"{'Friday': ['8a.m.-5p.m.'], 'Monday': ['8a.m.-5p.m.'], 'Saturday': ['Closed'], 'Sunday': ['Closed'], 'Thursday': ['8a.m.-5p.m.'], 'Tuesday': ['8a.m.-5p.m.'], 'Wednesday': ['8a.m.-5p.m.']}",ChIJWXLsWhxTV0ARYaTGF3pEG18,Caterer,"Caterer, Banquet hall, Catering food and drink supplier, Delivery Service, Event management company, Event planner, Event venue, Food and beverage consultant, Party planner, Wedding service",Caterer,,bereavement catering Toronto
Gourmet Catering Co.,"King St W, Toronto, ON M5V 1N9",Toronto,Ontario,M5V 1N9,+1 647-270-6000,http://www.gourmetcateringco.com/,43.6420112,-79.4114973,5.0,12,"{'Friday': ['9a.m.-8p.m.'], 'Monday': ['9a.m.-8p.m.'], 'Saturday': ['10a.m.-6p.m.'], 'Sunday': ['10a.m.-6p.m.'], 'Thursday': ['9a.m.-8p.m.'], 'Tuesday': ['9a.m.-8p.m.'], 'Wednesday': ['9a.m.-8p.m.']}",ChIJPyQDpLU1K4gRuhDda8r1NTk,Caterer,Caterer,Caterer,,bereavement catering Toronto
Celebrations of Life Toronto,"Old Mill Dr, York, ON M6S 0A2",CA,Ontario,M6S 0A2,+1 416-817-8772,https://www.cofl.ca/,43.6483104,-79.4867718,5.0,18,"{'Friday': ['10a.m.-8p.m.'], 'Monday': ['10a.m.-8p.m.'], 'Saturday': ['10a.m.-8p.m.'], 'Sunday': ['10a.m.-8p.m.'], 'Thursday': ['10a.m.-8p.m.'], 'Tuesday': ['10a.m.-8p.m.'], 'Wednesday': ['10a.m.-8p.m.']}",ChIJw37N80g3K4gR9a7rF5RokjY,Event planner,Event planner,Event planner,,bereavement catering Toronto
Tasty Solutions,"295 Adelaide St W, Toronto, ON M5V 0L4",Toronto,Ontario,M5V 0L4,+1 416-832-0441,http://www.tastysolutions.ca/,43.647644,-79.3904803,5.0,78,"{'Friday': ['Open 24 hours'], 'Monday': ['Open 24 hours'], 'Saturday': ['Open 24 hours'], 'Sunday': ['Open 24 hours'], 'Thursday': ['Open 24 hours'], 'Tuesday': ['Open 24 hours'], 'Wednesday': ['Open 24 hours']}",ChIJuahH0mM0K4gRAubCKpVgOqM,Caterer,Caterer,Caterer,,bereavement catering Toronto
en Ville Event Design & Catering | Toronto Wedding Catering,"165 Geary Ave, Toronto, ON M6H 2B8",Toronto,Ontario,M6H 2B8,+1 416-533-8800,https://enville.com/,43.6700435,-79.4359509,4.7,119,"{'Friday': ['9a.m.-5p.m.'], 'Monday': ['9a.m.-5p.m.'], 'Saturday': ['Closed'], 'Sunday': ['Closed'], 'Thursday': ['9a.m.-5p.m.'], 'Tuesday': ['9a.m.-5p.m.'], 'Wednesday': ['9a.m.-5p.m.']}",ChIJGfkgYm80K4gRgixIbnIwU0I,Caterer,"Caterer, Event planner",Caterer,,bereavement catering Toronto
ThinkOFood Chef Catering,"31 Paxtonia Blvd, North York, ON M3K 1W1",CA,Ontario,M3K 1W1,+1 437-981-2618,https://www.thinkofood.com/,43.729148699999996,-79.4800101,5.0,136,"{'Friday': ['8a.m.-8p.m.'], 'Monday': ['8a.m.-8p.m.'], 'Saturday': ['8a.m.-8p.m.'], 'Sunday': ['8a.m.-8p.m.'], 'Thursday': ['8a.m.-8p.m.'], 'Tuesday': ['8a.m.-8p.m.'], 'Wednesday': ['8a.m.-8p.m.']}",ChIJNa41TUMxK4gRr8sPFtGKXIc,Caterer,"Caterer, Personal chef service",Caterer,,bereavement catering Toronto
Heirloom Toronto (Catering & Food Trucks),"289 Horner Ave A, Etobicoke, ON M8Z 0A9",Etobicoke,Ontario,M8Z 0A9,+1 647-284-6084,http://www.heirloomtoronto.com/,43.606277299999995,-79.523861,4.9,191,None,ChIJEdWrGOtJK4gRIOxJpHiRmFY,Caterer,Caterer,Caterer,,bereavement catering Toronto
Baby Point Lounge,"343 Jane St, Toronto, ON M6S 3Z3",Toronto,Ontario,M6S 3Z3,+1 416-767-2623,http://www.babypointlounge.com/,43.657333699999995,-79.4873715,4.8,77,"{'Friday': ['11:30a.m.-6:30p.m.'], 'Monday': ['Closed'], 'Saturday': ['11:30a.m.-6:30p.m.'], 'Sunday': ['11a.m.-5p.m.'], 'Thursday': ['11:30a.m.-6:30p.m.'], 'Tuesday': ['Closed'], 'Wednesday': ['11:30a.m.-6:30p.m.']}",ChIJM7uI2Y02K4gROA1LsR2-36U,Caterer,"Caterer, Banquet hall",Caterer,,bereavement catering Toronto
Elle Cuisine,"56 Hampton Ave, Toronto, ON M4K 2Y6",Toronto,Ontario,M4K 2Y6,+1 647-430-3553,https://www.ellecuisine.ca/%3Futm_source%3DGMB%26utm_medium%3Dorganic%26utm_campaign%3Dgmb-website,43.673497399999995,-79.3513747,4.9,155,"{'Friday': ['9a.m.-9p.m.'], 'Monday': ['9a.m.-9p.m.'], 'Saturday': ['9a.m.-9p.m.'], 'Sunday': ['9a.m.-9p.m.'], 'Thursday': ['9a.m.-9p.m.'], 'Tuesday': ['9a.m.-9p.m.'], 'Wednesday': ['9a.m.-9p.m.']}",ChIJ0RLtEGLL1IkRj2qv2n_NxBs,Caterer,"Caterer, Catering food and drink supplier, Mobile caterer",Caterer,,bereavement catering Toronto
Europa Catering Ltd,"1407 Dundas St W, Toronto, ON M6J 1Y4",Toronto,Ontario,M6J 1Y4,+1 416-534-5520,https://europaconventioncentre.ca/,43.6493184,-79.4288516,4.3,167,"{'Friday': ['9a.m.-7p.m.'], 'Monday': ['9a.m.-7p.m.'], 'Saturday': ['9a.m.-4p.m.'], 'Sunday': ['Closed'], 'Thursday': ['9a.m.-7p.m.'], 'Tuesday': ['9a.m.-7p.m.'], 'Wednesday': ['9a.m.-7p.m.']}",ChIJnWzZj1Y0K4gRX6YBny9xtP0,Caterer,Caterer,Caterer,,bereavement catering Toronto
Best Catering Co,"28 Bathurst St, Toronto, ON M5V 0C6",Toronto,Ontario,M5V 0C6,+1 647-792-8508,https://www.bestcatering.co/,43.6405841,-79.4025671,5.0,23,"{'Friday': ['9a.m.-9p.m.'], 'Monday': ['Closed'], 'Saturday': ['9a.m.-9p.m.'], 'Sunday': ['9a.m.-9p.m.'], 'Thursday': ['9a.m.-9p.m.'], 'Tuesday': ['9a.m.-9p.m.'], 'Wednesday': ['9a.m.-9p.m.']}",ChIJP59WADI1K4gRmTr3wPpxG5U,Catering food and drink supplier,Catering food and drink supplier,Catering food and drink supplier,,bereavement catering Toronto
Oliver & Bonacini Events and Catering,"401 Bay St. 9th Floor, Toronto, ON M5H 2Y4",Toronto,Ontario,M5H 2Y4,+1 416-364-1211,http://www.oliverbonacinievents.com/,43.651951499999996,-79.3810598,4.5,83,None,ChIJaSC63sw0K4gRa0kVfxQ9U8s,Caterer,"Caterer, Catering food and drink supplier, Event planner, Event management company",Event planner,,bereavement catering Toronto
Emma's Eatery Catering,"Summerhill Ave, Toronto, ON M4T 1A9",Toronto,Ontario,M4T 1A9,+1 416-577-7944,http://www.emmaseaterycatering.com/,43.683282,-79.39013969999999,5.0,7,"{'Friday': ['9a.m.-5p.m.'], 'Monday': ['9a.m.-5p.m.'], 'Saturday': ['Closed'], 'Sunday': ['Closed'], 'Thursday': ['9a.m.-5p.m.'], 'Tuesday': ['9a.m.-5p.m.'], 'Wednesday': ['9a.m.-5p.m.']}",ChIJtWVhylAzK4gRyw_7sst6qkA,Caterer,Caterer,Caterer,,bereavement catering Toronto
Marcello's Catering,"145 King St W Unit #1C, Toronto, ON M5H 4G2",Toronto,Ontario,M5H 4G2,+1 416-860-0300,https://marcelloscatering.ca/,43.647473399999996,-79.3839517,4.0,50,"{'Friday': ['5:30a.m.-5p.m.'], 'Monday': ['5:30a.m.-5p.m.'], 'Saturday': ['Closed'], 'Sunday': ['Closed'], 'Thursday': ['5:30a.m.-5p.m.'], 'Tuesday': ['5:30a.m.-5p.m.'], 'Wednesday': ['5:30a.m.-5p.m.']}",ChIJge4TamM1K4gRqwPw25xU-20,Caterer,"Caterer, Restaurant",Caterer,,bereavement catering Toronto
The Food Dudes,"24 Carlaw Ave #2, Toronto, ON M4M 2R7",Toronto,Ontario,M4M 2R7,+1 647-340-3833,http://www.thefooddudes.com/,43.656078199999996,-79.3381562,4.6,320,"{'Friday': ['10a.m.-5p.m.'], 'Monday': ['10a.m.-5a.m.'], 'Saturday': ['Closed'], 'Sunday': ['Closed'], 'Thursday': ['10a.m.-5p.m.'], 'Tuesday': ['10a.m.-5a.m.'], 'Wednesday': ['10a.m.-5p.m.']}",ChIJkzUcvLM0K4gRDCWv3vsTWhI,Caterer,Caterer,Caterer,,bereavement catering Toronto
Vinci Catering & Event Planning,"168 The Queensway, Toronto, ON M8Y 1J3",Toronto,Ontario,M8Y 1J3,+1 416-251-4141,https://vincicatering.ca/,43.630304599999995,-79.4854774,5.0,41,"{'Friday': ['9a.m.-5p.m.'], 'Monday': ['9a.m.-5p.m.'], 'Saturday': ['10a.m.-3p.m.'], 'Sunday': ['Closed'], 'Thursday': ['9a.m.-5p.m.'], 'Tuesday': ['9a.m.-5p.m.'], 'Wednesday': ['9a.m.-5p.m.']}",ChIJKUBRMhM2K4gRRzocoRDGJDc,Caterer,"Caterer, Gourmet grocery store, Italian grocery store",Caterer,,bereavement catering Toronto
GREEK & CO CATERING,"756 Queen St W, Toronto, ON M6J 1E9",Toronto,Ontario,M6J 1E9,+1 647-640-5883,http://greekandco.com/,43.6460873,-79.4104045,4.1,315,"{'Friday': ['10a.m.-6:30p.m.'], 'Monday': ['10a.m.-6:30p.m.'], 'Saturday': ['10a.m.-6:30p.m.'], 'Sunday': ['10a.m.-6:30p.m.'], 'Thursday': ['10a.m.-6:30p.m.'], 'Tuesday': ['10a.m.-6:30p.m.'], 'Wednesday': ['10a.m.-6:30p.m.']}",ChIJ3UFWluM0K4gRpqvUH6SCk_A,Caterer,"Caterer, Catering food and drink supplier, Mobile caterer",Caterer,Trendy counter-serve Greek spot plating classic far made with locally sourced meat & imported feta.,bereavement catering Toronto
Cleese Catering,"11 Carlaw Ave #14, Toronto, ON M4M 2R6",Toronto,Ontario,M4M 2R6,+1 416-463-3895,http://cleesecatering.com/,43.6560509,-79.3378805,4.9,77,"{'Friday': ['8a.m.-5p.m.'], 'Monday': ['8a.m.-5p.m.'], 'Saturday': ['Closed'], 'Sunday': ['Closed'], 'Thursday': ['8a.m.-5p.m.'], 'Tuesday': ['8a.m.-5p.m.'], 'Wednesday': ['8a.m.-5p.m.']}",ChIJy2JTDXrL1IkR_oyy5RdfifA,Caterer,Caterer,Caterer,,bereavement catering Toronto
McEwan Catering,"CF Shops at, 38 Karl Fraser Rd, Toronto, ON M3C 0H7",Toronto,Ontario,M3C 0H7,+1 416-444-6262,https://mcewancatering.com/%3Futm_source%3DGoogle%26utm_medium%3DGoogleBusiness%26utm_campaign%3DOrganic,43.736433999999996,-79.3451367,4.5,126,"{'Friday': ['8a.m.-5p.m.'], 'Monday': ['8a.m.-5p.m.'], 'Saturday': ['8a.m.-4p.m.'], 'Sunday': ['Closed'], 'Thursday': ['8a.m.-5p.m.'], 'Tuesday': ['8a.m.-5p.m.'], 'Wednesday': ['8a.m.-5p.m.']}",ChIJbQmjDXs1K4gRwNMOCF8OCOI,Caterer,"Caterer, Catering food and drink supplier",Caterer,,bereavement catering Toronto
Revol Events,"388 Carlaw Ave Unit W12, Toronto, ON M4M 1T8",Toronto,Ontario,M4M 1T8,+1 289-802-4779,https://www.revolevents.com/catering%3Futm_campaign%3Dgmb%26utm_medium%3Dorganic%26utm_source%3Dgooglebusinessprofile,43.665197899999995,-79.3427885,4.7,187,"{'Friday': ['8a.m.-5p.m.'], 'Monday': ['8a.m.-5p.m.'], 'Saturday': ['Closed'], 'Sunday': ['Closed'], 'Thursday': ['8a.m.-5p.m.'], 'Tuesday': ['8a.m.-5p.m.'], 'Wednesday': ['8a.m.-5p.m.']}",ChIJNepgYCnL1IkRMaTLMJHGVbE,Caterer,"Caterer, Event planner",Caterer,,bereavement catering Toronto
TASTE Culinary & Healthy Kidz Catering,"1961 Leslie St, North York, ON M3B 2M3",CA,Ontario,M3B 2M3,+1 416-569-2058,http://www.tasteculinary.ca/,43.7581396,-79.3598555,5.0,75,"{'Friday': ['7p.m.-12a.m.'], 'Monday': ['7a.m.-5p.m.'], 'Saturday': ['12a.m.-5p.m.'], 'Sunday': ['Closed'], 'Thursday': ['7a.m.-5p.m.'], 'Tuesday': ['7a.m.-5p.m.'], 'Wednesday': ['7a.m.-5p.m.']}",ChIJ71giBiEzK4gRGDbKfgnt_Kc,Caterer,"Caterer, Catering food and drink supplier",Caterer,,bereavement catering Toronto
Menchens Glatt Kosher Catering,"470 Glencairn Ave, North York, ON M5N 1V8",North York,Ontario,M5N 1V8,+1 416-638-8381,http://menchens.ca/,43.7131482,-79.4270367,4.7,50,"{'Friday': ['9a.m.-4p.m.'], 'Monday': ['9a.m.-5p.m.'], 'Saturday': ['Closed'], 'Sunday': ['Closed'], 'Thursday': ['9a.m.-5p.m.'], 'Tuesday': ['9a.m.-5p.m.'], 'Wednesday': ['9a.m.-5p.m.']}",ChIJM5QeeWwyK4gR-m_yZt4Pm24,Caterer,Caterer,Caterer,,kosher caterer Toronto
Marron Bistro,"948 Eglinton Ave W, Toronto, ON M6C 2C5",Toronto,Ontario,M6C 2C5,+1 416-784-0128,http://www.marronbistro.com/,43.70054,-79.428673,4.6,181,"{'Friday': ['Closed'], 'Monday': ['5-10p.m.'], 'Saturday': ['Closed'], 'Sunday': ['5-10p.m.'], 'Thursday': ['5-10p.m.'], 'Tuesday': ['5-10p.m.'], 'Wednesday': ['5-10p.m.']}",ChIJVfQtep8zK4gRODiOsdtDWXY,Kosher restaurant,"Kosher restaurant, Bistro, Fine dining restaurant",restaurants,Kosher French dishes plus burgers & steak served in a refined dining room with leather banquettes.,kosher caterer Toronto
Chagall,"18 St Thomas St, Toronto, ON M5S 3E7",Toronto,Ontario,M5S 3E7,+1 416-934-6037,http://chagallto.com/,43.6687836,-79.3913129,4.5,29,"{'Friday': ['Closed'], 'Monday': ['5:30-10p.m.'], 'Saturday': ['Closed'], 'Sunday': ['5:30-10p.m.'], 'Thursday': ['5:30-10p.m.'], 'Tuesday': ['5:30-10p.m.'], 'Wednesday': ['5:30-10p.m.']}",ChIJqQ1pAbA0K4gRRvNZFN_4Ilo,Kosher restaurant,Kosher restaurant,restaurants,,kosher caterer Toronto
Gladstone's Caterers,"7026 Bathurst St, Toronto, ON L4J 8K3",Toronto,Ontario,L4J 8K3,+1 416-822-7056,http://gladstonescaterer.com/,43.794648599999995,-79.4470946,5.0,36,"{'Friday': ['9a.m.-8p.m.'], 'Monday': ['9a.m.-8p.m.'], 'Saturday': ['Closed'], 'Sunday': ['9a.m.-8p.m.'], 'Thursday': ['9a.m.-8p.m.'], 'Tuesday': ['9a.m.-8p.m.'], 'Wednesday': ['9a.m.-8p.m.']}",ChIJ9d2I1FktK4gRKLsnnBFogRM,Caterer,"Caterer, Kosher restaurant",Caterer,,kosher caterer Toronto
